date,temperature
2023-06-25,28.5
2023-06-26,27.4
2023-06-27,27.7
2023-06-28,29.0
2023-06-29,27.2
2023-06-30,27.6
2023-07-01,27.3
2023-07-02,28.8
2023-07-03,27.8
2023-07-04,31.3
2023-07-05,28.8
2023-07-06,31.2
2023-07-07,27.8
2023-07-08,27.6
2023-07-09,27.4
2023-07-10,27.2
2023-07-11,31.3
2023-07-12,27.9
2023-07-13,27.5
2023-07-14,29.4
2023-07-15,31.4
2023-07-16,30.3
2023-07-17,30.3
2023-07-18,31.2
2023-07-19,28.2
2023-07-20,28.0
2023-07-21,28.4
2023-07-22,31.0
2023-07-23,29.7
2023-07-24,29.5
2023-07-25,31.7
2023-07-26,30.0
2023-07-27,27.3
2023-07-28,31.4
2023-07-29,27.4
2023-07-30,27.8
2023-07-31,29.7
2023-08-01,27.3
2023-08-02,30.2
2023-08-03,29.5
2023-08-04,27.2
2023-08-05,29.7
2023-08-06,32.0
2023-08-07,28.4
2023-08-08,31.0
2023-08-09,31.4
2023-08-10,28.1
2023-08-11,28.9
2023-08-12,29.8
2023-08-13,30.9
2023-08-14,28.0
2023-08-15,29.9
2023-08-16,30.2
2023-08-17,27.3
2023-08-18,31.1
2023-08-19,30.1
2023-08-20,28.0
2023-08-21,30.4
2023-08-22,28.8
2023-08-23,31.8
2023-08-24,30.1
2023-08-25,31.7
2023-08-26,27.0
2023-08-27,30.5
2023-08-28,29.6
2023-08-29,30.7
2023-08-30,31.2
2023-08-31,27.8
2023-09-01,29.2
2023-09-02,29.8
2023-09-03,25.4
2023-09-04,25.9
2023-09-05,28.9
2023-09-06,27.5
2023-09-07,27.2
2023-09-08,27.4
2023-09-09,25.5
2023-09-10,29.4
2023-09-11,28.0
2023-09-12,25.9
2023-09-13,28.4
2023-09-14,27.4
2023-09-15,27.9
2023-09-16,28.5
2023-09-17,28.8
2023-09-18,26.9
2023-09-19,26.0
2023-09-20,28.3
2023-09-21,25.2
2023-09-22,27.2
2023-09-23,25.4
2023-09-24,26.4
2023-09-25,28.4
2023-09-26,27.6
2023-09-27,26.5
2023-09-28,28.4
2023-09-29,28.9
2023-09-30,26.4
2023-10-01,24.3
2023-10-02,22.7
2023-10-03,26.3
2023-10-04,22.8
2023-10-05,24.9
2023-10-06,22.8
2023-10-07,23.8
2023-10-08,23.5
2023-10-09,22.4
2023-10-10,22.2
2023-10-11,23.9
2023-10-12,24.3
2023-10-13,26.5
2023-10-14,25.4
2023-10-15,24.2
2023-10-16,22.5
2023-10-17,26.6
2023-10-18,25.6
2023-10-19,22.3
2023-10-20,24.9
2023-10-21,25.1
2023-10-22,25.1
2023-10-23,23.0
2023-10-24,26.1
2023-10-25,22.5
2023-10-26,24.9
2023-10-27,26.4
2023-10-28,22.6
2023-10-29,26.4
2023-10-30,25.6
2023-10-31,26.4
2023-11-01,21.5
2023-11-02,21.5
2023-11-03,22.0
2023-11-04,20.5
2023-11-05,19.8
2023-11-06,22.6
2023-11-07,21.7
2023-11-08,22.5
2023-11-09,19.3
2023-11-10,21.2
2023-11-11,18.6
2023-11-12,21.2
2023-11-13,20.0
2023-11-14,20.7
2023-11-15,22.9
2023-11-16,19.5
2023-11-17,18.3
2023-11-18,19.2
2023-11-19,21.8
2023-11-20,19.5
2023-11-21,19.2
2023-11-22,21.5
2023-11-23,21.1
2023-11-24,21.5
2023-11-25,22.6
2023-11-26,19.1
2023-11-27,19.4
2023-11-28,19.3
2023-11-29,19.0
2023-11-30,18.5
2023-12-01,16.8
2023-12-02,15.5
2023-12-03,17.7
2023-12-04,15.3
2023-12-05,17.4
2023-12-06,16.9
2023-12-07,17.5
2023-12-08,17.5
2023-12-09,15.5
2023-12-10,18.1
2023-12-11,16.8
2023-12-12,18.3
2023-12-13,15.5
2023-12-14,15.1
2023-12-15,18.9
2023-12-16,15.3
2023-12-17,15.5
2023-12-18,18.5
2023-12-19,16.3
2023-12-20,15.3
2023-12-21,15.3
2023-12-22,16.8
2023-12-23,17.7
2023-12-24,18.1
2023-12-25,16.4
2023-12-26,15.9
2023-12-27,18.6
2023-12-28,15.1
2023-12-29,17.5
2023-12-30,15.5
2023-12-31,15.3
2024-01-01,14.8


<!DOCTYPE html>

<html xmlns="http://www.w3.org/1999/xhtml">
<head><meta http-equiv="Content-Type" content="text/html; charset=utf-8" /><title>

</title></head>
<body>
    <form method="post" action="./DownloadFile.aspx?Source=Course&amp;CourseType=2&amp;AttachmentID=467743&amp;AttachmentFileName=temperature_data.csv" id="form1">
<div class="aspNetHidden">
<input type="hidden" name="__VIEWSTATE" id="__VIEWSTATE" value="/wEPDwUKLTEzNDM3NzkxOWRkE99b+haQV3ZBm26TDQfyZY8BZWY=" />
</div>

<div class="aspNetHidden">

	<input type="hidden" name="__VIEWSTATEGENERATOR" id="__VIEWSTATEGENERATOR" value="F69017DB" />
</div>
    <div>
    
    </div>
    </form>
</body>
</html>
