date,temperature
2023/7/17,30.3
2023/7/18,31.2
2023/7/19,28.2
2023/7/20,28
2023/7/21,28.4
2023/7/22,31
2023/7/23,29.7
2023/7/24,29.5
2023/7/25,31.7
2023/7/26,30
2023/7/27,27.3
2023/7/28,31.4
2023/7/29,27.4
2023/7/30,27.8
2023/7/31,29.7
2023/8/1,27.3
2023/8/2,30.2
2023/8/3,29.5
2023/8/4,27.2
2023/8/5,29.7
2023/8/6,32
2023/8/7,28.4
2023/8/8,31
2023/8/9,31.4
2023/8/10,28.1
2023/8/11,28.9
2023/8/12,29.8
2023/8/13,30.9
2023/8/14,28
2023/8/15,29.9
2023/8/16,30.2
2023/8/17,27.3
2023/8/18,31.1
2023/8/19,30.1
2023/8/20,28
2023/8/21,30.4
2023/8/22,28.8
2023/8/23,31.8
2023/8/24,30.1
2023/8/25,31.7
2023/8/26,27
2023/8/27,30.5
2023/8/28,29.6
2023/8/29,30.7
2023/8/30,31.2
2023/8/31,27.8
2023/9/1,29.2
2023/9/2,29.8
2023/9/3,25.4
2023/9/4,25.9
2023/9/5,28.9
2023/9/6,27.5
2023/9/7,27.2
2023/9/8,27.4
2023/9/9,25.5
2023/9/10,29.4
2023/9/11,28
2023/9/12,25.9
2023/9/13,28.4
2023/9/14,27.4
2023/9/15,27.9
2023/9/16,28.5
2023/9/17,28.8
2023/9/18,26.9
2023/9/19,26
2023/9/20,28.3
2023/9/21,25.2
2023/9/22,27.2
2023/9/23,25.4
2023/9/24,26.4
2023/9/25,28.4
2023/9/26,27.6
2023/9/27,26.5
2023/9/28,28.4
2023/9/29,28.9
2023/9/30,26.4
2023/10/1,24.3
2023/10/2,22.7
2023/10/3,26.3
2023/10/4,22.8
2023/10/5,24.9
2023/10/6,22.8
2023/10/7,23.8
2023/10/8,23.5
2023/10/9,22.4
2023/10/10,22.2
2023/10/11,23.9
2023/10/12,24.3
2023/10/13,26.5
2023/10/14,25.4
2023/10/15,24.2
2023/10/16,22.5
2023/10/17,26.6
2023/10/18,25.6
2023/10/19,22.3
2023/10/20,24.9
2023/10/21,25.1
2023/10/22,25.1
2023/10/23,23
2023/10/24,26.1
2023/10/25,22.5
2023/10/26,24.9
2023/10/27,26.4
2023/10/28,22.6
2023/10/29,26.4
2023/10/30,25.6
2023/10/31,26.4
2023/11/1,21.5
2023/11/2,21.5
2023/11/3,22
2023/11/4,20.5
2023/11/5,19.8
2023/11/6,22.6
2023/11/7,21.7
2023/11/8,22.5
2023/11/9,19.3
2023/11/10,21.2
2023/11/11,18.6
2023/11/12,21.2
2023/11/13,20
2023/11/14,20.7
2023/11/15,22.9
2023/11/16,19.5
2023/11/17,18.3
2023/11/18,19.2
2023/11/19,21.8
2023/11/20,19.5
2023/11/21,19.2
2023/11/22,21.5
2023/11/23,21.1
2023/11/24,21.5
2023/11/25,22.6
2023/11/26,19.1
2023/11/27,19.4
2023/11/28,19.3
2023/11/29,19
2023/11/30,18.5
2023/12/1,16.8
2023/12/2,15.5
2023/12/3,17.7
2023/12/4,15.3
2023/12/5,17.4
2023/12/6,16.9
2023/12/7,17.5
2023/12/8,17.5
2023/12/9,15.5
2023/12/10,18.1
2023/12/11,16.8
2023/12/12,18.3
2023/12/13,15.5
2023/12/14,15.1
2023/12/15,18.9
2023/12/16,15.3
2023/12/17,15.5
2023/12/18,18.5
2023/12/19,16.3
2023/12/20,15.3
2023/12/21,15.3
2023/12/22,16.8
2023/12/23,17.7
2023/12/24,18.1
2023/12/25,16.4
2023/12/26,15.9
2023/12/27,18.6
2023/12/28,15.1
2023/12/29,17.5
2023/12/30,15.5
2023/12/31,15.3
2024/1/1,14.8
